7.2986 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1440, 900]. Using actual size
68.8149 	EXP 	grating_l: autoDraw = False
68.8149 	EXP 	grating_r: autoDraw = False
68.8149 	EXP 	dot: autoDraw = False
68.8149 	EXP 	fdbck: height = 0.05
68.8149 	EXP 	fdbck: height = 0.05
68.8149 	EXP 	fdbck: height = 0.05
68.8149 	EXP 	fdbck: text = 'N'
68.8149 	EXP 	fdbck: autoDraw = True
69.3061 	EXP 	New trial (rep=0, index=15): {'contrastDelta': 0, 'baseContrast': 0.5}
69.3275 	EXP 	fdbck: autoDraw = False
69.3275 	EXP 	fdbck: autoDraw = False
69.3275 	EXP 	fixation_2: foreColor = <psychopy.colors.Color: white, alpha=1.0>
69.3275 	EXP 	fixation_2: texRes = 128.0
69.3275 	EXP 	fixation_2: autoDraw = True
71.3710 	EXP 	fixation_2: autoDraw = False
71.3710 	EXP 	fixation_2: autoDraw = False
71.3710 	EXP 	fixation: foreColor = <psychopy.colors.Color: transparent, alpha=1.0>
71.3710 	EXP 	fixation: texRes = 128.0
71.3710 	EXP 	grating_l: phase = array([25.7908355, 25.7908355])
71.3710 	EXP 	grating_r: phase = array([316.48792838, 316.48792838])
71.3710 	EXP 	fixation: autoDraw = True
71.3710 	EXP 	grating_l: autoDraw = True
71.3710 	EXP 	grating_r: autoDraw = True
71.3710 	EXP 	dot: autoDraw = True
71.3710 	EXP 	grating_l: tex = 'sin'
71.3710 	EXP 	grating_r: tex = 'sin'
73.2754 	EXP 	fixation: autoDraw = False
73.2754 	EXP 	grating_l: autoDraw = False
73.2754 	EXP 	grating_r: autoDraw = False
73.2754 	EXP 	dot: autoDraw = False
73.2754 	EXP 	fdbck: height = 0.05
73.2754 	EXP 	fdbck: height = 0.05
73.2754 	EXP 	fdbck: height = 0.05
73.2754 	EXP 	fdbck: text = 'Y'
73.2754 	EXP 	fdbck: autoDraw = True
73.7627 	EXP 	New trial (rep=0, index=16): {'contrastDelta': 0.05, 'baseContrast': 0.5}
73.7827 	EXP 	fdbck: autoDraw = False
73.7827 	EXP 	fdbck: autoDraw = False
73.7827 	EXP 	fixation_2: foreColor = <psychopy.colors.Color: white, alpha=1.0>
73.7827 	EXP 	fixation_2: texRes = 128.0
73.7827 	EXP 	fixation_2: autoDraw = True
76.5708 	EXP 	fixation_2: autoDraw = False
76.5708 	EXP 	fixation_2: autoDraw = False
76.5708 	EXP 	fixation: foreColor = <psychopy.colors.Color: transparent, alpha=1.0>
76.5708 	EXP 	fixation: texRes = 128.0
76.5708 	EXP 	grating_l: phase = array([22.91310145, 22.91310145])
76.5708 	EXP 	grating_r: phase = array([219.22284387, 219.22284387])
76.5708 	EXP 	fixation: autoDraw = True
76.5708 	EXP 	grating_l: autoDraw = True
76.5708 	EXP 	grating_r: autoDraw = True
76.5708 	EXP 	dot: autoDraw = True
76.5708 	EXP 	grating_l: tex = 'sin'
76.5708 	EXP 	grating_r: tex = 'sin'
77.0809 	EXP 	fixation: autoDraw = False
77.0809 	EXP 	grating_l: autoDraw = False
77.0809 	EXP 	grating_r: autoDraw = False
77.0809 	EXP 	dot: autoDraw = False
77.0809 	EXP 	fdbck: text = 'Y'
77.0809 	EXP 	fdbck: autoDraw = True
77.5728 	EXP 	New trial (rep=0, index=17): {'contrastDelta': 0.2, 'baseContrast': 0.5}
77.5943 	EXP 	fdbck: autoDraw = False
77.5943 	EXP 	fdbck: autoDraw = False
77.5943 	EXP 	fixation_2: foreColor = <psychopy.colors.Color: white, alpha=1.0>
77.5943 	EXP 	fixation_2: texRes = 128.0
77.5943 	EXP 	fixation_2: autoDraw = True
79.4527 	EXP 	fixation_2: autoDraw = False
79.4527 	EXP 	fixation_2: autoDraw = False
79.4527 	EXP 	fixation: foreColor = <psychopy.colors.Color: transparent, alpha=1.0>
79.4527 	EXP 	fixation: texRes = 128.0
79.4527 	EXP 	grating_l: phase = array([301.84635523, 301.84635523])
79.4527 	EXP 	grating_r: phase = array([301.89619533, 301.89619533])
79.4527 	EXP 	fixation: autoDraw = True
79.4527 	EXP 	grating_l: autoDraw = True
79.4527 	EXP 	grating_r: autoDraw = True
79.4527 	EXP 	dot: autoDraw = True
79.4527 	EXP 	grating_l: tex = 'sin'
79.4527 	EXP 	grating_r: tex = 'sin'
79.9142 	EXP 	fixation: autoDraw = False
79.9142 	EXP 	grating_l: autoDraw = False
79.9142 	EXP 	grating_r: autoDraw = False
79.9142 	EXP 	dot: autoDraw = False
79.9142 	EXP 	fdbck: height = 0.05
79.9142 	EXP 	fdbck: height = 0.05
79.9142 	EXP 	fdbck: height = 0.05
79.9142 	EXP 	fdbck: text = 'N'
79.9142 	EXP 	fdbck: autoDraw = True
80.4061 	EXP 	New trial (rep=0, index=18): {'contrastDelta': 0.02, 'baseContrast': 0.5}
80.4275 	EXP 	fdbck: autoDraw = False
80.4275 	EXP 	fdbck: autoDraw = False
80.4275 	EXP 	fixation_2: foreColor = <psychopy.colors.Color: white, alpha=1.0>
80.4275 	EXP 	fixation_2: texRes = 128.0
80.4275 	EXP 	fixation_2: autoDraw = True
82.0203 	EXP 	fixation_2: autoDraw = False
82.0203 	EXP 	fixation_2: autoDraw = False
82.0203 	EXP 	fixation: foreColor = <psychopy.colors.Color: transparent, alpha=1.0>
82.0203 	EXP 	fixation: texRes = 128.0
82.0203 	EXP 	grating_l: phase = array([158.30522572, 158.30522572])
82.0203 	EXP 	grating_r: phase = array([232.90018218, 232.90018218])
82.0203 	EXP 	fixation: autoDraw = True
82.0203 	EXP 	grating_l: autoDraw = True
82.0203 	EXP 	grating_r: autoDraw = True
82.0203 	EXP 	dot: autoDraw = True
82.0203 	EXP 	grating_l: tex = 'sin'
82.0203 	EXP 	grating_r: tex = 'sin'
92.0212 	EXP 	fixation: autoDraw = False
92.0212 	EXP 	grating_l: autoDraw = False
92.0212 	EXP 	grating_r: autoDraw = False
92.0212 	EXP 	dot: autoDraw = False
92.0212 	EXP 	fdbck: text = 'N'
92.0212 	EXP 	fdbck: autoDraw = True
92.4957 	EXP 	New trial (rep=0, index=19): {'contrastDelta': 0.02, 'baseContrast': 0.5}
92.5177 	EXP 	fdbck: autoDraw = False
92.5177 	EXP 	fixation_2: foreColor = <psychopy.colors.Color: white, alpha=1.0>
92.5177 	EXP 	fixation_2: texRes = 128.0
92.5177 	EXP 	fixation_2: autoDraw = True
94.7197 	EXP 	fixation_2: autoDraw = False
94.7197 	EXP 	fixation_2: autoDraw = False
94.7197 	EXP 	fixation: foreColor = <psychopy.colors.Color: transparent, alpha=1.0>
94.7197 	EXP 	fixation: texRes = 128.0
94.7197 	EXP 	grating_l: phase = array([165.34112412, 165.34112412])
94.7197 	EXP 	grating_r: phase = array([193.21319447, 193.21319447])
94.7197 	EXP 	fixation: autoDraw = True
94.7197 	EXP 	grating_l: autoDraw = True
94.7197 	EXP 	grating_r: autoDraw = True
94.7197 	EXP 	dot: autoDraw = True
94.7197 	EXP 	grating_l: tex = 'sin'
94.7197 	EXP 	grating_r: tex = 'sin'
96.4413 	EXP 	fixation: autoDraw = False
96.4413 	EXP 	grating_l: autoDraw = False
96.4413 	EXP 	grating_r: autoDraw = False
96.4413 	EXP 	dot: autoDraw = False
96.4413 	EXP 	fdbck: height = 0.05
96.4413 	EXP 	fdbck: height = 0.05
96.4413 	EXP 	fdbck: height = 0.05
96.4413 	EXP 	fdbck: text = 'Y'
96.4413 	EXP 	fdbck: autoDraw = True
96.9295 	EXP 	New trial (rep=0, index=20): {'contrastDelta': 0.05, 'baseContrast': 0.5}
96.9496 	EXP 	fdbck: autoDraw = False
96.9496 	EXP 	fdbck: autoDraw = False
96.9496 	EXP 	fixation_2: foreColor = <psychopy.colors.Color: white, alpha=1.0>
96.9496 	EXP 	fixation_2: texRes = 128.0
96.9496 	EXP 	fixation_2: autoDraw = True
99.4899 	EXP 	fixation_2: autoDraw = False
99.4899 	EXP 	fixation_2: autoDraw = False
99.4899 	EXP 	fixation: foreColor = <psychopy.colors.Color: transparent, alpha=1.0>
99.4899 	EXP 	fixation: texRes = 128.0
99.4899 	EXP 	grating_l: phase = array([90.07291174, 90.07291174])
99.4899 	EXP 	grating_r: phase = array([203.56142081, 203.56142081])
99.4899 	EXP 	fixation: autoDraw = True
99.4899 	EXP 	grating_l: autoDraw = True
99.4899 	EXP 	grating_r: autoDraw = True
99.4899 	EXP 	dot: autoDraw = True
99.4899 	EXP 	grating_l: tex = 'sin'
99.4899 	EXP 	grating_r: tex = 'sin'
100.1544 	EXP 	fixation: autoDraw = False
100.1544 	EXP 	grating_l: autoDraw = False
100.1544 	EXP 	grating_r: autoDraw = False
100.1544 	EXP 	dot: autoDraw = False
100.1544 	EXP 	fdbck: text = 'Y'
100.1544 	EXP 	fdbck: autoDraw = True
100.6396 	EXP 	New trial (rep=0, index=21): {'contrastDelta': 0.1, 'baseContrast': 0.5}
100.6601 	EXP 	fdbck: autoDraw = False
100.6601 	EXP 	fdbck: autoDraw = False
100.6601 	EXP 	fixation_2: foreColor = <psychopy.colors.Color: white, alpha=1.0>
100.6601 	EXP 	fixation_2: texRes = 128.0
100.6601 	EXP 	fixation_2: autoDraw = True
101.3669 	DATA 	Keypress: escape
101.3740 	EXP 	pedestal_cursor_ibl: status = STOPPED
101.3780 	EXP 	fixation_2: autoDraw = False
101.3780 	EXP 	pedestal_cursor_ibl: status = STOPPED
101.5894 	EXP 	window1: mouseVisible = True
